rec_id_l,given_name,surname,street_number_l,address_1_l,address_2_l,suburb_l,postcode_l,state_l,date_of_birth_l,soc_sec_id_l,rec_id_r,street_number_r,address_1_r,address_2_r,suburb_r,postcode_r,state_r,date_of_birth_r,soc_sec_id_r,surname_l,date_of_birth,surname_r,given_name_l,postcode,given_name_r,suburb,soc_sec_id,true_match,jaro_winkler_given_name,jaro_winkler_surname,levenshtein_given_name,levenshtein_surname,full_name_similarity,dob_l_dt,dob_r_dt,dob_exact_match,dob_year_match,dob_month_match,dob_day_diff,postcode_exact_match,suburb_exact_match,state_exact_match,address_similarity,soc_sec_exact_match,name_and_dob_score,address_score,ml_match_probability
rec-2950-org,cade,newport,,britten-jones drive,the park,warnbro,2261.0,qld,,2081552.0,rec-2950-dup-0,,britten-jeneds drive,the prk,warnbro,2266.0,qld,,2081552.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,,,1,0,0,999.0,0,1,1,0.9250292397660819,1,1.0,0.6666666666666666,1.0
rec-2189-org,nathan,sells,2.0,vickery street,yachting towers,magill,3223.0,nsw,1970-01-01,6367815.0,rec-2189-dup-0,2.0,yachting towers,vickery street,magill,3223.0,nsw,1970-01-01,6367815.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.6365079365079365,1,1.0,1.0,1.0
rec-1744-org,tiffany,green,32.0,sid barnes crescent,dudley specialist medical centre,wingfield,2027.0,qld,1970-01-01,4528322.0,rec-1744-dup-0,32.0,sid barnes crescent,dudley specialistm edical centre,wingfield,2027.0,qld,1970-01-01,4528322.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-1611-org,connor,foall,17.0,lamb place,,kilsyth,3174.0,qld,1970-01-01,4900414.0,rec-1611-dup-0,17.0,lamb p lace,berri cottage hmes,kilsyth,3174.0,qld,1970-01-01,4900414.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9818181818181818,1,1.0,1.0,1.0
rec-555-org,harry,manthorpe,19.0,hodgson crescent,the blackhut,macquarie fields,2756.0,nsw,1970-01-01,7232794.0,rec-555-dup-0,19.0,charteris crescent,the blackhut,macquarie fields,2756.0,nsw,1970-01-01,7232794.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.6449915824915825,1,1.0,1.0,1.0
rec-299-org,dylan,blacklow,7.0,stenhouse close,flr 5 john flynn medical centre,vermont,2538.0,nsw,1970-01-01,8225337.0,rec-299-dup-0,100.0,stenhouse close,flr 5 john flynn medical centre,vermony,2538.0,nsw,1970-01-01,8225337.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-1627-org,caitlin,bevis,46.0,smith street,grammar school,hawthorn,4878.0,nsw,1970-01-01,3040069.0,rec-1627-dup-0,46.0,smith street,grammar cahool,hawthorn,4878.0,nsw,1970-01-01,3040069.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-1155-org,jessica,mayer,25.0,dugan street,willandra,mittagong,6056.0,sa,1970-01-01,3346974.0,rec-1155-dup-0,25.0,dugan street,,nambour,6056.0,sa,1970-01-01,3346974.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,1.0,1,1.0,0.6666666666666666,1.0
rec-3674-org,thomas,monis,30.0,schofield place,duck creek,terrey hills,2145.0,nsw,1970-01-01,3724382.0,rec-3674-dup-0,30.0,schofiel d place,duck creek,terrey hills,2145.0,nsw,1970-01-01,3724382.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9741666666666667,1,1.0,1.0,1.0
rec-4054-org,,dojcic,15.0,barraclough crescent,brookvale,tolga,2025.0,qld,1970-01-01,7180320.0,rec-4054-dup-0,15.0,barracloug h crescent,brookvale,tplga,2205.0,qld,1970-01-01,7180230.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,0,1,0.9804761904761905,0,1.0,0.3333333333333333,0.96
rec-4484-org,alexandra,clarke,15.0,parnell road,rsdb 284,nedlands,4014.0,sa,1970-01-01,7235143.0,rec-4484-dup-0,15.0,rsd b 284,parnell roa,,4014.0,sa,1970-01-01,7235143.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.46296296296296297,1,1.0,0.6666666666666666,1.0
rec-1150-org,benjamin,lovelock,1.0,tanumbirini street,apmnt 203,willetton,4570.0,nsw,1970-01-01,6282406.0,rec-1150-dup-0,1.0,tanumbirin i street,apmnt 203,willetton,4570.0,nsw,1970-01-01,6282406.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9783625730994151,1,1.0,1.0,1.0
rec-4410-org,destynii,hope,24.0,barunga street,villa 3,st peters,4061.0,nsw,1970-01-01,6586920.0,rec-4410-dup-0,24.0,villa 3,barungastreet,st peters,4061.0,nsw,1970-01-01,6586290.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.4761904761904762,0,1.0,1.0,1.0
rec-3964-org,brianna,ryan,7.0,bingham circuit,beltunga,highett,6330.0,qld,1970-01-01,9339689.0,rec-3964-dup-0,1.0,bingham circuit,beltunga,highett,6330.0,qld,1970-01-01,9339689.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-2115-org,pearson,shepherd,13.0,de graaff street,springdale,beverly hills,2650.0,vic,1970-01-01,6334586.0,rec-2115-dup-0,13.0,de graaff street,,beverly hills,2650.0,vic,1970-01-01,6334586.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-4792-org,julia,meadows,18.0,araluen street,st john of god hospital,crows nest,3174.0,nsw,1970-01-01,7101191.0,rec-4792-dup-0,18.0,aralune street,st john of god hospital,crows nst,3174.0,nsw,1970-01-01,7101191.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.9857142857142858,1,1.0,0.6666666666666666,1.0
rec-215-org,caleb,roberts-yates,40.0,millpost close,bandera,cobar,3500.0,qld,1970-01-01,5399458.0,rec-215-dup-0,40.0,millpost close,bandera,cobar,3500.0,qld,1970-01-01,5399448.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
rec-391-org,noah,mason,29.0,william hudson crescent,court units,elwood,3155.0,sa,1970-01-01,8353213.0,rec-391-dup-0,29.0,william huson crescent,court funits,elwood,3155.0,sa,1970-01-01,8353213.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9913043478260869,1,1.0,1.0,1.0
rec-3897-org,ella,estcourt,12.0,gellatly place,mayfair,braddon,3850.0,nsw,1970-01-01,2110759.0,rec-3897-dup-0,12.0,gellatly pplace,mayfair,braddpn,3850.0,nsw,1970-01-01,2110759.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,1,0.9866666666666667,1,1.0,0.6666666666666666,1.0
rec-18-org,riley,kerr-sullivan,166.0,clem hill street,mindaree,oyster bay,7325.0,vic,1970-01-01,7355856.0,rec-18-dup-0,166.0,clem hill street,mindaree,oyster bay,7325.0,nsw,1970-01-01,7355856.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,0,1.0,1,1.0,0.6666666666666666,1.0
rec-2029-org,benjamin,cassimatis,23.0,,yacklin,thornleigh,6006.0,nsw,,1533923.0,rec-2029-dup-0,23.0,,yacklin,thornleigh,6006.0,nsw,,6107392.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,,,1,0,0,999.0,1,1,1,0.0,0,1.0,1.0,1.0
rec-2686-org,imogen,white,12.0,macrossan crescent,peridon vlge,mount isa,2088.0,nsw,1970-01-01,9882514.0,rec-2686-dup-0,12.0,macrossan crescent,,mount isa,2088.0,nsw,1970-01-01,9882514.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-1807-org,maya,nevin,351.0,rapanea street,chelsea house,evanston,2033.0,,1970-01-01,9920408.0,rec-1807-dup-0,351.0,rapanea street,chelseahouse,evanston,2033.0,,1970-01-01,5095261.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
rec-2813-org,georgia,rees,40.0,maclaurin crescent,spring creek,fullarton,6233.0,nsw,1970-01-01,5595588.0,rec-2813-dup-0,40.0,maclaurin c rescent,,fullarton,6323.0,nsw,1970-01-01,8872435.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,0.9894736842105263,0,1.0,0.6666666666666666,1.0
rec-2011-org,ruby,grobler,128.0,lonsdale street,tallinga park,newbridge,2105.0,qld,1970-01-01,5332690.0,rec-2011-dup-0,128.0,lonsdale srteet,tallinga park,newbridge,2105.0,nsw,1970-01-01,5332690.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,0,0.9866666666666667,1,1.0,0.6666666666666666,1.0
rec-4825-org,lara,dunis,7.0,rodda place,dry rush,casino,4170.0,nsw,1970-01-01,2469542.0,rec-4825-dup-0,24.0,rodda place,dry rush,casino,4170.0,nsw,1970-01-01,2469542.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-3075-org,william,vanderwesten,11.0,william wilkins crescent,wyuna,grenfell,5290.0,nsw,1970-01-01,2499394.0,rec-3075-dup-0,11.0,william wilknis crescent,wyuna,grenfell,5290.0,nsw,1970-01-01,2499394.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9916666666666667,1,1.0,1.0,1.0
rec-1373-org,talyah,mccarthy,8.0,carter crescent,eldamead,springwood,2170.0,nsw,1970-01-01,4421495.0,rec-1373-dup-0,8.0,cartercrescent,eldamead,springwood,2170.0,nsw,1970-01-01,4421495.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9866666666666667,1,1.0,1.0,1.0
rec-3232-org,isabelle,hope,140.0,ellenborough street,grimes paddock cotge,murray bridge,6152.0,qld,1970-01-01,1334359.0,rec-3232-dup-0,140.0,ellenborough street,grimes paddock cotge,murray bridge,6512.0,qld,1970-01-01,1334359.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,1.0,1,1.0,0.6666666666666666,1.0
rec-3540-org,jordyn,bishop,18.0,jalanga crescent,salt box,yankalilla,2780.0,wa,1970-01-01,2003024.0,rec-3540-dup-0,18.0,jalanga c rescent,saltp box,yankalilla,2780.0,wa,1970-01-01,2003024.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.9882352941176471,1,1.0,1.0,1.0
rec-4352-org,julia,webb,86.0,english court,benachie,south grafton,4740.0,nsw,1970-01-01,1675991.0,rec-4352-dup-0,86.0,english court,benachie,south grafton,4740.0,nsw,1970-01-01,1679591.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,0,1.0,1.0,1.0
rec-902-org,angus,chandler,20.0,archibald street,,eight mile plains,6150.0,qld,1970-01-01,3626178.0,rec-902-dup-0,20.0,archibald street,,eight mile plains,6150.0,qkd,1970-01-01,3626178.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,0,1.0,1,1.0,0.6666666666666666,1.0
rec-842-org,talia,wotton,211.0,burn street,gillin park,seymour,812.0,nsw,1970-01-01,8432542.0,rec-842-dup-0,211.0,burn street,gillin park,seymour,821.0,nsw,1970-01-01,8432542.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,1.0,1,1.0,0.6666666666666666,1.0
rec-899-org,robert,gibb,2.0,mckeahnie street,spring creek,frankston,2450.0,wa,1970-01-01,9181026.0,rec-899-dup-0,2.0,springcreek,mckeahnie street,frankston,2450.0,wa,1970-01-01,9181026.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.529040404040404,1,1.0,1.0,1.0
rec-2547-org,joshua,sherriff,159.0,cosgrove street,sun city resort,bligh park,2035.0,qld,,6454105.0,rec-2547-dup-0,159.0,portus place,sun city resort,blighp ark,2035.0,qld,,6454105.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,,,1,0,0,999.0,1,0,1,0.45,1,1.0,0.6666666666666666,1.0
rec-2461-org,angus,godfrey,1.0,lamington street,ulc 4,pannawonica,5607.0,vic,1970-01-01,8426472.0,rec-2461-dup-0,1.0,lamingtons treet,ulc 4,pannawpnoica,5660.0,vic,1970-01-01,8426472.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,0,1,0.9874999999999999,1,1.0,0.3333333333333333,1.0
rec-1834-org,adam,tiller,13.0,westfield shoppingtown (next to medicare,sec 161,page,3128.0,vic,1970-01-01,2449378.0,rec-1834-dup-0,13.0,westfield shoppingtown (next to medicare,sec 161,page,3127.0,vic,1970-01-01,2449378.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,1.0,1,1.0,0.6666666666666666,1.0
rec-1165-org,aleesha,mahmud,101.0,mcculloch street,saraji mine,ulverstone,6064.0,nsw,,9126691.0,rec-1165-dup-0,101.0,saraji imne,mcculloch street,ulvertsone,6064.0,nsw,,9126691.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,,,1,0,0,999.0,1,0,1,0.4356060606060606,1,1.0,0.6666666666666666,0.99
rec-93-org,charlotte,bristow,22.0,mockridge crescent,nioka,harbord,5086.0,nsw,1970-01-01,4814908.0,rec-93-dup-0,22.0,nioai,mockridge crescent,harbord,5086.0,nsw,1970-01-01,4814908.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.337037037037037,1,1.0,1.0,1.0
rec-515-org,ruby,bellchambers,298.0,winnecke street,siesta caravn park,mosman,2330.0,tas,1970-01-01,2384529.0,rec-515-dup-0,298.0,winnecke street,siesta caravn park,mosman,2330.0,tas,,2384529.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,,0,0,0,999.0,1,1,1,1.0,1,0.5,1.0,1.0
rec-4904-org,giaan,blake,7.0,slessor crescent,ferndale,dapto,2171.0,qld,1970-01-01,6835476.0,rec-4904-dup-0,,slessor crescent,fernadle,dapt,2711.0,qld,1970-01-01,6835476.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,0,1,1.0,1,1.0,0.3333333333333333,1.0
rec-4846-org,billy,hawes,50.0,ella close,executive arcade,mosman,5461.0,vic,1970-01-01,1201773.0,rec-4846-dup-0,50.0,ella close,executive arcade,mosman,5461.0,viy,1970-01-01,1201773.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,0,1.0,1,1.0,0.6666666666666666,1.0
rec-3940-org,tahlia,lowe,,clear street,millwood,stanwell park,2452.0,nsw,1970-01-01,4957408.0,rec-3940-dup-0,,antis street,millwood,stanwelo park,2452.0,nws,1970-01-01,4957408.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,0,0,0.6944444444444443,1,1.0,0.3333333333333333,0.94
rec-474-org,pino,snelling,82.0,fitzalan street,torrington,avondale heights,2170.0,nsw,1970-01-01,6497858.0,rec-474-dup-0,82.0,fitzalanstreet,,avondale heights,2107.0,nsw,1970-01-01,6497858.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,0,1,1,0.9866666666666667,1,1.0,0.6666666666666666,1.0
rec-2894-org,kate,dent,42.0,morrison street,lyndale park,williamstown,2067.0,vic,1970-01-01,6983231.0,rec-2894-dup-0,42.0,gratwic kstreet,lyndlae park,williamstown,2067.0,vic,1970-01-01,6983231.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.6962962962962962,1,1.0,1.0,1.0
rec-1647-org,nathan,sieber,21.0,spowers circuit,white patch,findon,2430.0,,1970-01-01,8987260.0,rec-1647-dup-0,21.0,spowers circuit,,findon,2430.0,,1970-01-01,8987260.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-4197-org,talan,stubbs,21.0,augustus way,ashell,croydon north,3032.0,wa,1970-01-01,7550622.0,rec-4197-dup-0,21.0,binns street,ashell,croydon north,3032.0,wa,1970-01-01,7550622.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.47222222222222215,1,1.0,1.0,1.0
rec-312-org,sarah,green,9.0,mceachern crescent,watchorns hill,southbank,3163.0,qld,1970-01-01,5453855.0,rec-312-dup-0,9.0,mceachern crescent,watchornd hill,southbank,3163.0,qld,1970-01-01,5453855.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,1.0,1,1.0,1.0,1.0
rec-4906-org,cameron,walls,7.0,carruthers street,flt 2a,tucabia,2036.0,nsw,1970-01-01,8102234.0,rec-4906-dup-0,4.0,flt2a,carruthers street,tucabia,2036.0,nsw,1970-01-01,8102234.0,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1970-01-01,1970-01-01,1,1,1,0.0,1,1,1,0.33921568627450976,1,1.0,1.0,1.0
